Word,Occurrences,TotalSteps
deliberately,2,3
harp,2,2
varying,1,3
dashing,4,8
readers,5,10
pastime,2,3
ruined,2,3
moire,1,2
enemies,4,4
buyer,1,2
try,124,183
streaming,1,2
guitar,1,1
whisky,1,3
bargains,2,3
interested,19,41
jouvins,1,2
consumed,1,1
doorway,2,3
strong,51,92
seeking,1,4
skelter,1,3
imitation,3,6
sentimentlly,1,1
presentable,1,4
stealing,2,5
gale,2,5
schillers,2,5
defending,2,2
wells,1,5
discouragements,1,4
recollecting,1,3
anyway,5,6
time,319,1059
debate,1,4
confused,2,4
repulsive,2,4
hasty,12,32
rewarded,2,5
coquetry,1,3
fervor,1,2
streak,3,8
emperors,1,3
quizzing,1,2
relevant,1,1
sift,1,3
harbor,1,2
climax,2,4
cocked,5,6
exclamation,6,7
hash,2,3
survey,2,2
unselfish,4,5
started,12,22
needlebook,1,3
tinkling,1,2
forlorn,8,17
ribbons,9,9
anticipations,3,3
seasons,1,2
hanging,6,11
chauvain,1,2
glimpse,3,3
gliding,2,3
attitude,12,23
frock,5,5
triumphant,1,1
remained,11,12
filagree,1,1
mistook,2,3
chronic,1,1
increasing,3,5
blowzy,1,2
sigh,26,62
tina,15,16
depths,2,2
romped,2,3
reveled,4,7
buds,3,4
game,14,25
military,1,1
hardships,3,3
radiance,1,2
sign,17,31
pyrotechnics,1,4
niobe,1,3
assuming,2,3
observing,8,26
imitating,3,4
moist,2,3
paternal,8,8
tink,2,3
hate,35,65
gladly,22,22
sonata,1,3
helpful,7,11
wearer,2,3
hath,1,2
gamp,1,1
pause,20,22
ear,11,21
one,706,1945
shield,5,6
chickweed,2,2
anniversary,3,5
rubber,5,9
eat,29,77
sewinsheen,1,3
skipping,1,2
newborn,1,1
sparkle,3,3
touches,5,5
savagely,1,2
clashed,3,3
eatin,1,1
silks,1,1
complete,5,5
tiny,8,9
hats,13,19
shawl,5,6
injury,2,3
mention,8,9
fortnights,1,1
bounds,1,1
silky,1,1
pickwick,16,18
tales,12,24
crossly,3,5
customer,1,5
allumettes,1,4
ballroom,3,6
vegetables,1,2
rubbed,3,5
possessions,3,4
convent,1,1
dreams,12,12
admission,3,5
tub,4,8
imploring,6,16
touched,28,28
infect,1,2
poodle,3,4
shopman,1,2
cheered,5,5
mightnt,1,3
acquaintance,5,10
smoothly,6,12
tug,1,2
contraries,2,3
irrestible,1,4
dollars,11,14
impatient,8,16
voices,12,24
falter,2,6
grimmest,1,4
powerful,1,3
ecstasy,1,2
breakfasts,2,3
bootjack,2,5
effectual,1,3
dusk,4,8
croqueting,1,1
audacious,1,4
liberally,1,3
punchtuation,1,2
angered,1,1
unmask,1,1
agony,1,3
draped,3,6
suited,17,31
despise,3,6
tun,1,3
featherbeds,1,2
crowd,2,3
rumbling,1,3
cockles,1,2
dollanity,1,1
conjectures,1,3
religion,4,8
crustiness,2,4
lunches,1,1
fulfilled,1,2
friday,2,2
dust,11,12
woke,12,22
buff,1,3
jib,3,4
tut,3,3
goethe,1,3
expediency,1,2
clattered,2,3
twittered,1,2
voiced,1,1
truck,1,5
debarred,1,4
breadths,1,3
crown,2,4
special,5,19
seminary,2,4
jig,3,4
grace,23,50
beggars,1,1
swear,2,2
printing,1,4
hovered,4,7
appealing,3,8
silly,32,81
tongue,29,29
essay,1,5
raspy,1,4
trains,1,3
advantage,3,7
emotion,5,7
heartless,1,4
apprehensions,1,3
stillness,1,2
yearning,2,5
winning,2,3
stroke,6,6
leghorn,1,1
uniting,1,2
puzzle,1,1
snow,19,19
symposium,1,3
discouraged,2,4
antonio,2,2
ballast,2,3
graces,3,3
succeed,4,5
tossed,5,8
harvesting,2,3
affair,8,12
charity,8,10
bounce,9,18
have,712,1847
perjured,1,1
holly,1,2
exhaustion,2,3
dispersed,1,3
screaming,1,2
recovered,8,14
zest,1,2
despite,2,3
atlanta,1,3
disgust,5,9
rumor,2,4
january,1,1
tips,1,3
indulged,3,4
dispatches,2,2
sauce,1,3
rice,1,2
females,1,1
wolf,1,4
torments,1,3
sorrowfully,6,15
globes,1,1
odors,1,1
rich,61,61
heartache,3,4
gingerly,1,1
oppose,1,3
breathes,1,2
duty,43,98
dahlia,1,1
dentists,1,1
braids,1,2
trying,99,161
carnival,1,4
bluntly,1,3
lightning,1,2
tinware,1,1
bess,1,2
departed,21,31
stomachs,1,2
best,175,259
michelangelo,1,3
fail,10,19
africa,1,1
popular,2,5
dispatched,3,6
dovecote,4,11
gape,1,1
opy,1,3
worked,19,23
dances,4,7
keyhole,2,2
thoughtless,1,2
bilin,1,1
newcomers,1,1
crowns,1,6
sleepin,1,5
scribbled,6,14
subject,23,61
drummer,1,2
fair,46,215
sympathizes,2,3
saucy,2,3
winters,1,1
steered,1,3
playfellows,1,2
thanking,2,2
secluded,1,4
defined,2,4
wrinkles,2,3
accepted,12,25
unromantic,3,3
contentedly,2,2
bribe,3,4
two,144,194
salubrious,1,3
supplying,2,3
happily,8,11
important,19,19
forgetfulness,1,6
ruling,2,6
nephew,3,10
buffaloes,2,4
danced,15,44
beth,414,1359
resisting,1,3
pretending,3,6
ride,12,28
untrue,2,5
supply,5,9
sorrows,4,7
each,88,244
missis,1,3
supplied,7,13
giving,27,67
abuses,1,5
repair,1,4
disorderly,1,3
scribbles,1,2
remarks,10,19
looker,1,2
leaving,29,44
solace,3,3
vivid,1,2
vigorous,1,1
cinder,1,4
reminisced,1,3
socks,3,6
comforter,2,4
wrinkled,3,4
pattern,3,5
falling,7,8
hounds,1,1
guards,2,3
drawn,6,10
sausage,1,3
approve,9,14
evenings,6,14
truer,1,5
reckless,1,4
babies,36,65
hereafter,2,5
anxiously,7,13
(coupe),1,4
librarians,1,3
showing,11,14
sight,42,92
preached,4,6
disquiet,1,2
uninvited,1,1
draws,2,2
tire,3,3
repaid,2,2
abused,1,3
1861,1,2
looked,240,527
unprotected,1,2
morbid,2,2
musingly,1,2
favorite,25,44
division,1,3
chambers,1,2
comforted,14,21
demoralized,1,1
buoyancy,1,2
weak,8,8
weal,1,1
inelegantly,1,3
ills,2,4
eer,1,1
unfailing,2,5
wean,2,4
agitated,3,6
bonbons,3,3
arrested,4,4
shovel,1,2
shooting,1,1
enfant,1,5
gallery,1,4
seashore,2,6
breasts,2,4
happiest,10,31
bethys,1,2
wear,39,47
greener,1,4
gloom,3,5
complaints,2,4
musical,5,11
brick,2,2
prize,8,9
hardness,2,3
beginning,23,23
degree,3,4
bitter,24,37
digress,1,2
feather,3,5
ocean,2,4
outlive,1,2
pilgrim,3,7
managed,10,10
reflections,1,4
sprawled,1,3
bitten,1,2
contribution,2,3
bridling,1,1
statuesque,1,6
hobby,1,5
ripen,3,8
clears,1,3
buttonhole,3,8
dragged,4,10
tinas,1,3
convert,1,2
local,1,1
waters,1,2
investigating,1,1
consequence,1,4
tending,1,3
planning,3,6
silk,30,63
pilgrimss,1,3
lovering,4,5
wont,175,307
skilfully,1,1
posture,1,2
infringed,1,1
invention,3,3
applied,1,4
orders,7,9
lauries,49,99
stagger,1,1
duties,10,10
manager,1,4
liveliest,2,4
merrycle,1,2
cups,6,6
manages,1,3
rakish,1,2
oppress,2,4
warningly,2,2
submit,2,6
rhythmic,1,4
pondering,1,3
wheedlesome,4,7
winkle,7,7
vitals,1,1
ditto,3,5
moaned,1,2
bride,8,12
regretting,1,4
preposterous,1,3
beach,3,6
charter,1,1
attribute,1,1
unfitted,1,3
ebony,2,4
wood,9,13
healths,1,2
twelve,13,19
succeeding,3,3
urged,2,2
nymph,1,2
stirring,3,5
bearlike,1,2
venture,5,8
jo),1,3
punching,1,2
sweep,4,7
wool,1,3
healthy,6,8
sword,3,4
circumspection,1,4
usurper,1,3
swore,1,2
devereux,2,2
indulging,1,4
princess,3,6
unexpected,12,25
consents,1,1
assumed,7,8
sweet,69,129
darning,2,3
ornaments,6,8
betsey,1,3
turban,1,2
yellowish,1,1
unjust,4,6
waved,15,24
fall,28,77
circumstances,5,5
secretly,3,6
overdoing,1,3
droning,1,2
wrong,34,100
sworn,1,2
console,7,13
called,86,86
greatcoat,4,6
barber,1,2
bills,5,10
lovelornity,3,4
porcupine,1,1
elephants,1,3
implored,3,4
christmas,38,57
pertinaciously,1,3
hampton,2,3
gasp,2,4
splitting,2,4
reserved,2,4
glad,97,264
dangerously,2,2
gypsies,1,5
waves,2,6
jacket,3,7
brief,4,11
managing,2,6
weather,18,18
probably,7,8
dumbly,1,1
terms,3,5
gesture,15,27
announce,1,1
tidings,2,2
pipers,1,2
indolence,1,1
owing,2,7
metaphysics,2,7
esteemed,1,4
curb,1,3
alarmingly,2,4
understand,33,122
posts,1,4
theory,3,5
fame,6,12
borrow,7,17
hammering,3,3
improves,1,3
beads,3,4
cure,9,18
something,177,178
boyish,16,29
reposeful,2,6
talks,8,17
equestrian,1,3
sing,17,53
household,12,53
patted,3,4
potions,3,3
chateau,5,7
curiosity,14,19
games,4,7
ittle,1,1
sink,1,3
gate,21,23
corner,41,79
beholders,1,5
professors,9,15
curl,6,11
thunder,3,8
silvery,5,15
upholsterer,1,2
climb,5,6
gingolf,1,3
sharpened,2,3
wonderschones,1,1
ninepence,1,2
resentment,2,2
ponies,5,5
reveries,1,5
undiminished,1,4
neatly,4,9
wardrobes,1,2
array,8,25
uncontrollable,1,2
crayon,2,2
hardened,2,4
friendliest,3,6
sins,8,16
improved,14,15
muttered,13,24
prevoking,1,4
extravagance,2,5
introduced,11,21
shoulders,19,49
eloquence,6,6
guided,1,4
haunting,1,3
enlivened,2,4
snub,3,4
corned,1,2
style,27,50
desperation,2,3
crept,9,10
pieces,3,4
oui,1,1
fiction,2,4
caricatures,2,3
tiresome,2,3
job,2,4
weds,1,2
ruche,1,1
misses,3,4
amazement,6,9
crimson,5,5
involuntarily,4,5
merci,1,1
occasionally,9,12
inquired,6,11
yet),1,2
curtains,11,32
insinuatingly,1,2
wreck,3,4
subjected,1,3
bull,1,2
wouldnt,94,179
babydom,1,2
our,151,173
admirers,2,2
incurred,1,5
rosary,5,8
commisary,1,3
absently,5,18
out,484,1569
refusing,2,4
belles,2,3
pleases,2,4
phalanx,1,2
untoward,1,1
uncommonly,7,10
glory,4,9
become,16,43
usually,17,63
refill,1,1
allegory,1,4
disconsolately,1,3
yankee,4,9
grain,2,4
catastrophe,1,1
missed,11,11
argue,2,4
hurrying,4,6
jos,111,219
irresistibly,2,4
interrigation,1,2
differed,1,1
sonorous,1,3
fans,2,4
mercy,17,25
cling,3,6
cuffs,1,3
voyage,3,8
boxes,6,11
ein,1,1
nests,2,2
vooing,1,4
crackers,1,3
week,43,91
joy,20,62
speculating,1,5
denied,2,6
indignantly,5,9
smoother,1,2
cruel,10,32
mankind,3,8
outward,2,6
neighborhood,5,15
pleased,21,68
outright,5,17
opinion,14,76
obstinate,1,1
powdered,3,4
first,157,295
beaten,3,5
weep,7,10
bureaus,1,1
word,105,106
talking,37,72
compelled,2,5
authority,1,3
wander,2,5
wore,24,70
exiles,2,4
bight,1,2
bothering,2,2
coiffure,1,3
seeable,1,2
calklate,1,1
tousle,1,2
hayes,3,3
quenched,11,13
entire,8,16
lemonade,6,16
staring,21,21
work,153,153
gloss,1,5
novice,1,4
naughties,1,3
ignored,2,4
browsed,1,1
fickleness,1,6
precipitating,1,5
worm,1,4
torment,4,13
smoothed,9,28
irresistible,6,23
arbor,1,3
rebuked,2,3
worn,27,57
seven,12,14
copying,1,2
nobody,20,48
quartermaster,1,5
yesm,1,4
bump,1,3
relent,2,6
rolls,2,3
coffin,1,2
sisters,75,124
chamberlain,1,1
chuckle,1,2
gave,132,193
wort,1,2
possess,4,6
engineering,1,3
educate,1,2
knight,15,23
lustily,1,5
gangway,1,4
submissive,5,10
wheres,8,21
treasures,8,26
feasible,1,3
irish,5,9
houses,6,13
banquet,1,1
generous,13,13
sips,2,3
knocks,2,3
distilled,2,3
anxieties,1,1
bumped,2,2
psalms,1,3
estate,2,4
extreme,2,3
gulls,2,4
owe,7,11
listening,7,15
elector,1,3
sir:,1,2
someone,23,51
thundercloud,1,2
hunting,2,2
festive,5,5
loverlike,1,5
dogskin,1,4
portion,2,4
hairs,1,2
billiard,2,2
ragamuffin,3,3
treasured,2,2
quakey,1,3
threatened,3,4
own,183,385
atoned,1,2
errands,8,10
sprained,1,1
headdress,1,4
bookcase,2,4
stupidity,1,2
softly,29,84
drawers,1,1
rosettes,1,1
moods,3,3
chastened,1,2
quaker,2,2
horror,2,6
rabbit,1,4
overlooked,1,3
centaur,1,2
signs,10,40
dreads,1,2
parents,9,13
packed,3,5
(she,1,2
cutting,3,6
lovingest,1,2
fashioned,14,21
moody,9,10
asunder,2,3
cooks,2,3
rubbers,6,8
partaken,1,3
exploding,1,2
seals,1,1
treasuries,1,5
connected,1,4
carpeting,1,3
jumble,2,5
eighteen,5,16
orphan,1,1
lounging,6,7
rails,1,1
frolicking,2,4
wickedly,1,2
visited,1,1
bootblack,1,4
freak,1,3
quaked,2,4
wealth,7,19
needing,1,1
looped,2,3
attempting,1,1
bachelor,2,5
intervals,1,3
branch,2,4
mountains,3,9
absurdities,1,1
italian,6,6
shouldered,3,4
gathering,5,9
flourishes,1,2
knights,4,4
samuel,1,1
causes,1,2
discharge,1,1
disguise,1,3
folding,4,5
finishing,8,16
companionship,1,1
agrees,2,7
gradually,4,9
clustered,1,4
treacherous,1,3
sire,3,4
supper,22,84
healthfully,1,1
pursed,1,3
gratified,7,14
around,6,16
ecstatically,1,3
wedding,22,28
immense,6,13
relented,2,2
brother,9,9
agricultural,1,5
sports,1,4
funeral,6,14
flourished,6,16
front,11,38
joyfully,3,8
veal,1,5
thursday,5,10
theaters,5,14
crushed,4,14
hatred,2,5
observation,5,7
closet,17,34
truly,26,64
caused,21,23
seams,1,2
season,6,16
unfold,1,4
closer,1,3
expatiating,1,2
stock,3,5
agreed,15,15
earthly,3,4
glove,12,19
guidebook,4,4
theirselves,1,3
groups,2,4
especial,11,17
inaudible,2,3
afore,1,1
infinitely,3,3
mendelssohn,1,2
governesses,1,1
comelier,1,2
even,106,118
tisnt,2,6
meanness,1,4
undisguised,2,6
closed,7,23
region,1,1
vocal,1,3
exonerate,1,2
carrol,16,25
fare,6,8
respect,28,54
ever,174,473
cages,1,1
attracted,4,4
coquettish,3,7
accordingly,2,6
underside,1,3
heated,1,2
hadnt,30,96
summary,2,4
implore,2,3
trump,5,7
draggle,1,5
fiddle,1,4
upsets,1,3
peggy,1,2
captain,6,10
integrity,2,4
wrote,25,42
spangles,1,1
farm,1,2
stealthy,2,3
roamed,4,5
darned,1,1
politics,5,10
cheese,2,6
doves,2,5
inaudibly,1,3
denial,4,10
clever,8,26
assured,5,5
counts,1,4
vengeance,1,3
importance,1,2
resolution,10,23
rained,2,4
refractory,3,4
cabinets,1,1
increased,5,5
gallows,1,2
rains,1,1
retaliation,1,1
serenely,1,5
turtles,2,6
contrasted,3,9
prepare,5,15
acted,6,24
winked,1,2
carried,19,36
cheery,9,9
rainy,5,6
calls,20,38
sneaking,1,1
singers,1,3
neighborly,4,6
pilgrims,10,21
autocrat,1,4
learns,1,3
bounce),1,2
swell,1,1
star,2,5
perfectly,29,55
flattering,3,8
cheers,4,10
persuade,1,4
testiment,2,4
endure,1,2
inquire,4,7
trunk,5,6
grand,23,39
wouldst,1,1
meddle,1,3
intelligent,3,6
except,39,97
nourish,1,3
useless,3,4
emotions,4,6
coughed,1,4
soldiers,5,9
carries,1,2
stay,64,214
escorted,3,4
end,56,85
hushing,1,1
louvre,1,2
elephantine,1,1
musicians,1,1
repaying,1,1
grant,1,5
overshoes,1,4
flag,1,3
fast,43,130
coffee,19,57
sits,3,3
aquatic,1,2
spice,3,5
irritation,1,3
inquiry,5,8
hesitate,1,1
point,20,20
tedious,1,2
fitting,4,5
ladyship,3,3
estimation,1,1
spick,1,2
flustered,1,1
lisbon,1,2
flap,3,4
defrauded,1,1
literal,2,3
leads,2,3
freds,1,2
ring,26,33
flat,10,10
clawing,1,1
niece,2,3
fate,12,18
emptying,1,1
abstinence,1,1
monaco,1,3
burn,13,15
heels,10,22
ground,9,10
vivacity,1,1
spicy,1,2
curtain,14,14
burr,4,4
miser,1,1
merit,2,3
purposes,2,3
pleasanting,1,1
freed,2,3
cunning,2,2
walking,17,17
type,1,2
interfered,1,1
pasteboard,1,1
astounding,1,1
piques,2,2
gifest,1,1
vanities,4,4
operas,2,2
lonely,27,28
content,14,27
testiness,1,3
frettin,1,2
hated,6,16
ruthlessly,1,3
biting,1,2
robes,1,1
bounced,4,4
irritating,1,3
questioned,1,2
midgets,1,1
utmost,1,1
sweetness,5,5
bush,2,5
momentary,5,10
holiday,12,30
firelight,2,5
character,22,22
thrilled,1,1
likewise,17,17
sepulchral,1,2
crocker,8,10
endowed,1,3
breathing,1,2
brooding,1,1
varied,2,3
complacently,3,3
hates,6,7
benefit,6,11
corinne,1,2
bouncer,1,1
muffs,1,3
gratefully,16,32
altogether,29,83
riot,1,4
pincushion,1,3
enveloped,3,7
bust,1,1
fewer,1,3
browned,1,2
meaning,12,22
counted,1,1
showered,1,2
vehicles,1,1
monsieur,4,8
brimmed,1,4
attributed,1,3
locks,3,8
dusting,2,4
harrrow,1,2
busy,58,106
pensive,11,11
spied,1,2
learned,36,69
equipages,1,1
indescribably,1,2
flushed,10,11
virtues,9,11
light,49,93
well,404,1164
brine,1,3
extra,4,8
acquaintances,3,7
pointed,7,8
possible,20,39
thermometer,1,3
active,5,9
bring,41,101
parian,1,4
invisible,4,9
envelopes,1,2
hinting,2,5
counter,1,4
unkindness,1,3
ripe,3,4
evil,7,13
attributes,2,2
unfolding,3,3
dignified,8,9
strive,1,1
congratulation,1,2
toed,1,1
sodden,1,4
beatified,1,3
emboldened,1,2
sweetly,4,10
submission,2,5
constantine,1,3
beams,2,4
amazed,7,24
involuntary,2,4
monthly,1,2
conducted,2,2
beguile,1,2
chattering,1,1
disquietude,1,3
tempt,2,4
bouquets,9,13
theyve,1,3
indescribable,5,6
persuaded,3,4
uplift,2,2
noahs,1,1
frost,1,2
briny,1,1
hustled,1,2
possibly,1,1
inner,1,1
caressing,1,1
performed,3,4
secretary,2,2
pick,10,11
toes,3,5
imaginative,1,2
ungracious,1,1
speculative,1,2
fashions,4,4
preemptorily,1,1
cradle,2,3
stuffed,3,4
dogged,1,2
horrid,9,10
refrain,6,7
resolutions,3,5
belladonna,2,2
oclock,11,12
once,137,257
substantial,1,4
overhung,1,3
twirling,1,2
bandbox,2,3
resources,1,1
step,15,16
husky,1,1
groped,1,3
internal,1,2
encouragement,1,1
woods,2,2
froth,1,2
behaved,11,16
mandarin,1,1
disapproval,3,4
superb,1,1
aunt,129,129
congratulations,3,5
armed,3,5
daunts,1,1
ashes,1,2
raise,2,3
swept,8,8
statirical,1,1
project,2,3
shearing,1,1
images,1,4
congratulating,3,5
aggravated,3,5
evolutions,1,1
softer,1,2
sickroom,1,1
mortifies,1,1
representative,1,2
gardings,1,1
sharpest,2,3
betokening,1,1
soften,1,2
fled,4,4
shabbier,1,2
longing,21,38
searched,1,2
solacement,1,1
conducive,2,2
invented,3,3
vote,3,3
clocks,1,3
mountain,4,8
dance,24,46
prone,2,4
aromatic,1,2
sumptuously,2,3
sadness,1,3
err,1,2
preach,4,4
craving,1,2
wednesday,1,1
despondently,1,1
exposed,1,1
dwindled,2,3
mortified,2,3
marketing,1,3
powers,6,7
grasshopper,2,3
sakes,2,4
unapproachable,1,2
glorified,4,10
went,269,269
toga,1,2
assurance,2,2
recovering,2,2
disappearing,1,1
flew,24,24
flies,1,3
frenchy,1,2
unlucky,3,5
counsels,2,4
bashfully,2,4
bother,6,10
impose,2,4
accordin,1,2
suggested,16,35
mince,1,2
natral,1,1
closing,2,2
panniers,1,4
guardians,1,3
dessert,1,2
grandson,7,14
missionarys,1,3
equally,3,6
thanks,24,56
trust,12,12
reluctantly,7,9
extinguished,1,2
laugh,93,263
newfoundland,1,3
grasp,3,6
eventful,1,1
leisure,5,6
floury,1,1
declaration,1,4
seats,4,8
grass,21,51
songs,9,27
scribblers,1,1
breezes,1,3
pardner,1,2
daviss,1,1
farmhouses,1,2
antique,6,8
robin,2,4
stones,2,3
detested,2,4
roared,2,2
whippersnappers),1,4
bible,1,3
proof,2,5
libel,1,1
bubchen,1,2
cuddle,1,1
artful,5,6
unusually,21,38
faintly,1,2
pies,4,4
raised,1,4
receipt,2,4
saloon,4,6
propriety,8,19
counters,1,7
beanstalk,1,6
autumnal,1,5
incorrigible,3,9
successes,3,7
repeating,3,9
rise,10,43
vortex,2,2
truth,27,27
novel,10,11
fixed,8,10
apathy,1,3
pan,6,7
prettily,9,17
dismayed,2,3
earl,2,2
profile,1,5
vous,1,4
risk,2,4
glowered,3,4
engage,1,1
earn,8,8
par,1,3
size,2,3
plainly,10,18
flecked,1,3
billiards,2,3
forgotten,26,41
soap,3,4
pat,7,13
arches,2,2
soar,1,5
ears,10,13
ones,48,88
talked,35,90
chapter,53,197
murdered,1,3
dandy,2,4
paw,1,1
gainst,1,2
pay,32,56
feared,8,8
kernels,1,3
veil,7,10
gardiner,7,10
reprehensible,3,4
family,98,174
quarreled,2,4
meditate,1,2
zigzagging,1,1
villa,2,2
sparrows,1,2
approached,3,3
soured,1,1
pursuits,1,5
unreasonable,1,4
omnibus,4,8
minds,12,29
angel,12,36
sires,1,4
freedmen,1,3
restored,2,4
wanting,5,8
social,7,10
british,5,10
darling,5,13
rendered,1,1
borrowed,6,6
motto,5,5
indifference,4,6
ease,16,24
example,11,24
anger,14,15
kindnesses,2,3
rite,2,2
unceremoniously,1,2
brightening,5,5
annihilation,1,4
blissful,7,10
admiration,13,21
wept,3,8
jaunty,1,2
cheeks,26,43
offer,24,24
thick,12,12
reproaching,2,4
[the,1,2
seized,7,15
rosebuds,1,3
reverses,1,2
beautiful,50,115
murillo,1,2
single,11,16
dashwoodss,1,4
fiercely,2,4
rowed,4,8
amusement,12,29
moons,1,4
preachy,1,3
frown,7,17
unconsciously,9,29
elbow,1,3
handing,3,6
luxuriously,4,8
stronger,4,5
forehead,22,40
levee,1,4
theyre,1,3
sobs,1,2
east,3,5
uprightly,1,6
nothin,2,6
returning,9,21
admire,14,36
toil,2,6
table,96,393
housemaid,1,3
scrambled,4,7
stole,3,5
complained,4,5
cloak,11,16
guinea,1,3
following,9,10
choking,1,1
hardening,1,5
virtuously,2,5
cymbal,1,3
frizzled,2,3
easy,41,133
pungent,1,2
stampede,1,1
level,2,2
suspension,1,3
dame,1,2
grecian,2,4
tempting,2,4
reversed,1,2
shouts,1,1
personable,1,2
whispered,32,36
beard,6,6
stricken,5,5
genoa,1,2
continually,3,4
solitude,3,4
undine,2,2
recover,9,9
impulse,6,8
pigs,2,4
clutching,2,2
tomato,1,1
practicability,1,3
koblods,1,2
damp,4,4
tracts,1,3
brisk,6,7
establishment,4,8
stir,9,9
sniffing,1,3
remove,1,2
sock,8,9
grave,23,23
wiser,3,6
hammock,3,5
shortcomings,1,2
finished,24,58
bones,2,3
bears,8,14
grandfather,35,35
imperious,2,3
eats,2,2
station,2,4
cage,5,9
eve,5,11
offended,13,14
glow,7,13
chuckling,1,4
favor,16,28
nowhere,2,5
rebellious,4,12
outgrow,1,5
devout,1,4
